year,month,group,item,category,value_cr,source_url,source,updated_on
2023,June,Financial Assets,Pension Funds,,970016.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Assets,Pension Funds,,1017975.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Assets,Pension Funds,,1091276.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Assets,Pension Funds,,1172651.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Assets,Small Savings (excluding PPF),,1877761.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Assets,Small Savings (excluding PPF),,1955265.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Assets,Small Savings (excluding PPF),,2013872.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Assets,Small Savings (excluding PPF),,2096314.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,,,10539264.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,,,11065280.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,,,11575797.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,,,12096410.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Per cent of GDP,,38.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Per cent of GDP,,39.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Per cent of GDP,,39.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Per cent of GDP,,40.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Banking Sector,,8327150.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Banking Sector,,9196024.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Banking Sector,,9598671.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Banking Sector,,9991001.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Banking Sector,Commercial Banks,7788960.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Banking Sector,Commercial Banks,8664614.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Banking Sector,Commercial Banks,9054512.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Banking Sector,Commercial Banks,9437070.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Banking Sector,Co-operative Banks,536409.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Banking Sector,Co-operative Banks,529527.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Banking Sector,Co-operative Banks,542240.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Banking Sector,Co-operative Banks,551852.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Other Financial Institutions,,2212114.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Other Financial Institutions,,1869256.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Other Financial Institutions,,1977125.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Other Financial Institutions,,2105408.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1137631.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1197314.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1282346.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1383183.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,953645.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,549351.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,570585.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,596438.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,June,Financial Liabilities,Other Financial Institutions,Insurance Corporations,120837.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,September,Financial Liabilities,Other Financial Institutions,Insurance Corporations,122590.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2023,December,Financial Liabilities,Other Financial Institutions,Insurance Corporations,124194.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,March,Financial Liabilities,Other Financial Institutions,Insurance Corporations,125787.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,,,33253098.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,,,34421189.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,,,34532805.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,,,35264710.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Per cent of GDP,,107.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Per cent of GDP,,109.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Per cent of GDP,,107.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Per cent of GDP,,106.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Bank Deposits,,14385136.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Bank Deposits,,14773465.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Bank Deposits,,14914755.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Bank Deposits,,15316332.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Bank Deposits,Commercial Banks,13482508.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Bank Deposits,Commercial Banks,13872242.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Bank Deposits,Commercial Banks,14020106.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Bank Deposits,Commercial Banks,14415444.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Bank Deposits,Co-operative Banks,902628.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Bank Deposits,Co-operative Banks,901223.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Bank Deposits,Co-operative Banks,894648.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Bank Deposits,Co-operative Banks,900888.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Non-Bank Deposits  Other Financial Institutions,,134718.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Non-Bank Deposits  Other Financial Institutions,,137760.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Non-Bank Deposits  Other Financial Institutions,,142570.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Non-Bank Deposits  Other Financial Institutions,,146955.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Non-Banking Financial Companies,109284.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Non-Banking Financial Companies,112514.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Non-Banking Financial Companies,116958.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Non-Banking Financial Companies,121178.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Housing Finance Companies,25434.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Housing Finance Companies,25246.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Housing Finance Companies,25611.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Non-Bank Deposits  Other Financial Institutions,Housing Finance Companies,25777.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Life Insurance Funds,,7123527.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Life Insurance Funds,,7385938.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Life Insurance Funds,,7272871.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Life Insurance Funds,,7293099.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Currency,,3273752.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Currency,,3216137.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Currency,,3286977.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Currency,,3449213.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Mutual Funds,,3866386.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Mutual Funds,,4291914.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Mutual Funds,,4224091.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Mutual Funds,,4128924.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Public Provident Fund (PPF),,1059829.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Public Provident Fund (PPF),,1063056.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Public Provident Fund (PPF),,1064212.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Public Provident Fund (PPF),,1157449.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Pension Funds,,1247832.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Pension Funds,,1337535.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Pension Funds,,1371615.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Pension Funds,,1443509.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Assets,Small Savings (excluding PPF),,2161915.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Assets,Small Savings (excluding PPF),,2215383.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Assets,Small Savings (excluding PPF),,2255712.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Assets,Small Savings (excluding PPF),,2329227.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,,,12384902.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,,,12789183.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,,,13207625.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,,,13662338.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Per cent of GDP,,40.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Per cent of GDP,,40.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Per cent of GDP,,41.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Per cent of GDP,,41.3,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Loans / Borrowings,,,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Banking Sector,,10196042.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Banking Sector,,10518189.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Banking Sector,,10837816.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Banking Sector,,11224862.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Banking Sector,Commercial Banks,9645595.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Banking Sector,Commercial Banks,9966837.1,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Banking Sector,Commercial Banks,10269406.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Banking Sector,Commercial Banks,10649262.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Banking Sector,Co-operative Banks,548284.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Banking Sector,Co-operative Banks,549069.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Banking Sector,Co-operative Banks,566104.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Banking Sector,Co-operative Banks,573131.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,,2188860.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,,2270993.6,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,,2369808.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,,2437476.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1448996.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1514485.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1590250.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,Non-Banking Financial Companies,1630083.9,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,611563.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,625796.8,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,646358.2,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,Housing Finance Companies,672115.0,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,June,Financial Liabilities,Other Financial Institutions,Insurance Corporations,128300.7,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,September,Financial Liabilities,Other Financial Institutions,Insurance Corporations,130711.4,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2024,December,Financial Liabilities,Other Financial Institutions,Insurance Corporations,133200.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
2025,March,Financial Liabilities,Other Financial Institutions,Insurance Corporations,135277.5,https://www.rbi.org.in/Scripts/QuarterlyPublications.aspx?head=Household+Financial+Savings,RBI,2026-04-30
